[13:48:43:212500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:213900 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:214600 12-06-2020][INFO] Configuracao inicializada 
[13:48:43:962300 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:43:962800 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:43:963100 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:43:963300 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:43:963700 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:43:963900 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:43:964300 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:43:964700 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:43:965100 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:43:965400 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:43:965700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:43:966000 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:43:966300 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:43:966600 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:43:966900 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:43:967300 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:43:967600 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:43:967800 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:43:968300 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:43:968600 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:43:968900 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:43:970200 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:43:970700 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:43:971000 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:43:971800 12-06-2020][PROC] URL bruta '/badge' 
[13:48:43:972200 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:43:972500 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:43:972800 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:973100 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:973400 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:973700 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:43:974100 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:43:974400 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:43:975200 12-06-2020][PROC] URL bruta '/404' 
[13:48:43:975700 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:43:976400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:977700 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:978300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:978600 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:978900 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:43:979300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:43:979600 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:43:979800 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:43:980300 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:43:980700 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:43:981100 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:43:981400 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:43:981700 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:43:982500 12-06-2020][PROC] URL bruta '/' 
[13:48:43:982900 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:43:983300 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:983600 12-06-2020][PROC] URL bruta '/reset' 
[13:48:43:983900 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:43:984200 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:43:985000 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:985500 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:985800 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:986200 12-06-2020][PROC] URL bruta '/login' 
[13:48:43:986500 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:43:986800 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:43:987200 12-06-2020][PROC] URL bruta '/logout' 
[13:48:43:987500 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:43:987800 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:43:988600 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:43:989100 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:43:989400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:990200 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:990700 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:991100 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:991700 12-06-2020][PROC] URL bruta '/clean' 
[13:48:43:992300 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:43:992600 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:43:993500 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:43:993900 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:43:994200 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:43:995200 12-06-2020][PROC] URL bruta '/rt' 
[13:48:43:995700 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:43:996000 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:43:996300 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:996700 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:997000 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:997400 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:43:997600 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:43:997900 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:43:998300 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:43:998500 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:43:998900 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:43:999200 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:43:999500 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:43:999800 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:44:000700 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:44:001400 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:44:001900 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:44:002900 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:44:003300 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:44:003600 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:44:004200 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:44:004600 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:44:004900 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:005900 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:44:006400 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:44:006600 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:44:029200 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:44:029700 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:44:030000 12-06-2020][INFO] Configuracao inicializada 
[13:48:44:030400 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:44:031600 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:44:032700 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:44:033100 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:44:033400 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:44:033700 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:44:033900 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:44:035000 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:44:035500 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:44:035900 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:44:036200 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:44:051100 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:44:051900 12-06-2020][PROC] URL bruta '/admin' 
[13:48:44:052300 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:44:052600 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:44:053400 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:44:053800 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:44:054200 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:44:054500 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:44:054800 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:44:055100 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:44:055400 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:44:055700 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:44:056000 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:44:056400 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:44:056800 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:44:057300 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:44:057700 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:44:058400 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:44:059000 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:44:059400 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:44:059700 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:44:060000 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:44:060300 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:44:060700 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:44:061000 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:44:061700 12-06-2020][PROC] URL bruta '/admin/zzz' 
[13:48:44:062100 12-06-2020][PROC] URL (fixed-A) '/admin/zzz' 
[13:48:44:062400 12-06-2020][PROC] URL (fixed-B) 'in/zzz' 
[13:48:44:063900 12-06-2020][PROC] URL bruta '/dev/docs' 
[13:48:44:064700 12-06-2020][PROC] URL (fixed-A) '/dev/docs' 
[13:48:44:065200 12-06-2020][PROC] URL (fixed-B) '/docs' 
[13:48:44:065500 12-06-2020][PROC] URL bruta '/dev/docs/:page' 
[13:48:44:065800 12-06-2020][PROC] URL (fixed-A) '/dev/docs/:page' 
[13:48:44:066100 12-06-2020][PROC] URL (fixed-B) '/docs/:page' 
[13:48:44:066900 12-06-2020][PROC] URL bruta '/dev' 
[13:48:44:067700 12-06-2020][PROC] URL (fixed-A) '/dev' 
[13:48:44:068200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:069500 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:44:070100 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:44:070500 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:44:070900 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:44:071400 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:44:071800 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:44:072800 12-06-2020][PROC] URL bruta '/dev/models' 
[13:48:44:073300 12-06-2020][PROC] URL (fixed-A) '/dev/models' 
[13:48:44:073700 12-06-2020][PROC] URL (fixed-B) '/models' 
[13:48:44:074400 12-06-2020][PROC] URL bruta '/dev/models/initialize' 
[13:48:44:075200 12-06-2020][PROC] URL (fixed-A) '/dev/models/initialize' 
[13:48:44:075700 12-06-2020][PROC] URL (fixed-B) '/models/initialize' 
[13:48:44:076800 12-06-2020][PROC] URL bruta '/dev/modules' 
[13:48:44:077300 12-06-2020][PROC] URL (fixed-A) '/dev/modules' 
[13:48:44:077700 12-06-2020][PROC] URL (fixed-B) '/modules' 
[13:48:44:078200 12-06-2020][PROC] URL bruta '/dev/modules/:action/:key' 
[13:48:44:078600 12-06-2020][PROC] URL (fixed-A) '/dev/modules/:action/:key' 
[13:48:44:078800 12-06-2020][PROC] URL (fixed-B) '/modules/:action/:key' 
[13:48:44:079800 12-06-2020][PROC] URL bruta '/dev/repository' 
[13:48:44:080300 12-06-2020][PROC] URL (fixed-A) '/dev/repository' 
[13:48:44:080600 12-06-2020][PROC] URL (fixed-B) '/repository' 
[13:48:44:080900 12-06-2020][PROC] URL bruta '/dev/repository/:repository' 
[13:48:44:081300 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository' 
[13:48:44:081700 12-06-2020][PROC] URL (fixed-B) '/repository/:repository' 
[13:48:44:081900 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/view' 
[13:48:44:082200 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/view' 
[13:48:44:082500 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/view' 
[13:48:44:082700 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/delete' 
[13:48:44:083000 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/delete' 
[13:48:44:083200 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/delete' 
[13:48:44:083500 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:44:083800 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:44:084100 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:44:084500 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:44:084700 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:44:085000 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:44:085300 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:44:085600 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:44:085900 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:44:086700 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:44:087200 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:44:087500 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:44:088300 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:44:088700 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:44:089000 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:44:089400 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:44:089700 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:44:090000 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:44:091000 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:44:091800 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:44:092200 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:44:092500 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:44:092800 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:44:093100 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:44:094000 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:44:094600 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:44:095200 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:44:095600 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:44:095900 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:44:096200 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:44:096400 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:44:096700 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:44:097000 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:44:097300 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:44:097700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:44:098100 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:44:098500 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:44:098800 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:44:099000 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:44:099400 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:44:099800 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:44:100100 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:44:100400 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:44:100700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:44:101000 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:44:101700 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:44:102200 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:44:102500 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:44:103300 12-06-2020][PROC] URL bruta '/badge' 
[13:48:44:103800 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:44:104100 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:44:104400 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:44:104800 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:44:105100 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:44:105400 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:44:105700 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:44:106000 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:44:106700 12-06-2020][PROC] URL bruta '/404' 
[13:48:44:107100 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:44:107400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:108600 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:44:109300 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:44:109800 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:44:110600 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:44:111100 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:44:111400 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:44:111700 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:44:112000 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:44:112300 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:44:112600 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:44:113000 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:44:113400 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:44:114200 12-06-2020][PROC] URL bruta '/' 
[13:48:44:114700 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:44:115000 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:115400 12-06-2020][PROC] URL bruta '/reset' 
[13:48:44:115700 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:44:116000 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:44:116800 12-06-2020][PROC] URL bruta '/login' 
[13:48:44:117300 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:44:117700 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:44:117900 12-06-2020][PROC] URL bruta '/login' 
[13:48:44:118300 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:44:118600 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:44:118900 12-06-2020][PROC] URL bruta '/logout' 
[13:48:44:119200 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:44:119400 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:44:120300 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:44:120800 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:44:121000 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:121800 12-06-2020][PROC] URL bruta '/clean' 
[13:48:44:122300 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:44:122600 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:44:122900 12-06-2020][PROC] URL bruta '/clean' 
[13:48:44:123200 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:44:123500 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:44:124400 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:44:125300 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:44:125900 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:44:127600 12-06-2020][PROC] URL bruta '/rt' 
[13:48:44:128100 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:44:128500 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:128900 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:44:129200 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:44:129500 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:44:129900 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:44:130300 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:44:130800 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:44:131200 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:44:131500 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:44:131900 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:44:132400 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:44:132800 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:44:133200 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:44:133900 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:44:134300 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:44:134700 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:44:135500 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:44:135900 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:44:136300 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:44:137100 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:44:137500 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:44:137800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:44:138800 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:44:139300 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:44:139600 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:44:164000 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:44:164500 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:44:164900 12-06-2020][INFO] Configuracao inicializada 
[13:48:44:165200 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:44:166200 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:44:167200 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:44:167600 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:44:168000 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:44:168400 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:44:168700 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:44:169700 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:44:170200 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:44:170500 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:44:170800 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:44:186000 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:44:186900 12-06-2020][PROC] URL bruta '/admin' 
[13:48:44:187400 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:44:187700 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:44:188700 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:44:189300 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:44:189800 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:44:190100 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:44:190400 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:44:190700 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:44:191000 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:44:191500 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:44:192200 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:44:192800 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:44:193700 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:44:194300 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:44:194700 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:44:195000 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:44:195400 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:44:195700 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:44:195900 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:44:196300 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
